==== This output can be found in Systems/dx986/os/ctctrl-q-c_all.txt ====
==== START ctctrl -q -c all Tue Jul  7 00:44:37 GST 2015 ====
---------------------------------------+-------+-------+-------+---------------
                                       | Have  |Mem Trc|Sys Trc| Buffer size
     Component name                    | alias | /level| /level| /Allocated
---------------------------------------+-------+-------+-------+---------------
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio448                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk449                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio449                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk450                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio450                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk451                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio451                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk452                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio452                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk453                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio453                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk454                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio454                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk455                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio455                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk456                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio456                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk457                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio457                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk458                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio458                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk459                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio459                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk460                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio460                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk461                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio461                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk462                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio462                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk463                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio463                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk464                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio464                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk465                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio465                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk466                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio466                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk467                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio467                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk468                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio468                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk469                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio469                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk470                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio470                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk471                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio471                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk472                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio472                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk473                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio473                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk474                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio474                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk475                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio475                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk476                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio476                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk477                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio477                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk478                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio478                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk479                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio479                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk480                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio480                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk481                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio481                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk482                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio482                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk483                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio483                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk484                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio484                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk485                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio485                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk486                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio486                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk487                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio487                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk5                           |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio5                       |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk506                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio506                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk507                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio507                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk508                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio508                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk509                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio509                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk510                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio510                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk511                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio511                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk512                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio512                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk513                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio513                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk514                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio514                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk515                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio515                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk516                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio516                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk517                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio517                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk518                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio518                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk519                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio519                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk520                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio520                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk521                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio521                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk522                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio522                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk523                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio523                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk524                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio524                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk525                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio525                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk526                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio526                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk527                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio527                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk528                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio528                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk529                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio529                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk530                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio530                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk531                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio531                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk532                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio532                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk533                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio533                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk534                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio534                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk535                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio535                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk536                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio536                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk537                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio537                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk538                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio538                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk539                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio539                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk540                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio540                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk541                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio541                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk542                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio542                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk543                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio543                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk544                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio544                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk545                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio545                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk546                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio546                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk547                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio547                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk548                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio548                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk549                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio549                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk550                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio550                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk551                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio551                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk552                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio552                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk553                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio553                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk554                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio554                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk555                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio555                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk556                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio556                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk557                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio557                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk558                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio558                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk559                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio559                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk560                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio560                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk561                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio561                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk562                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio562                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk563                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio563                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk564                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio564                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk565                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio565                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk566                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio566                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk567                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio567                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk568                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio568                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk569                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio569                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk570                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio570                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk571                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio571                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk572                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio572                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk573                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio573                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk574                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio574                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk575                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio575                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk576                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio576                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk577                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio577                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk578                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio578                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk579                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio579                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk580                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio580                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk581                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio581                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk582                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio582                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk583                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio583                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk584                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio584                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk585                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio585                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk586                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio586                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk587                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio587                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk588                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio588                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk589                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio589                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk59                          |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio59                      |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk590                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio590                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk591                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio591                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk592                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio592                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk593                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
          .mpio593                     |  NO   |  ON/3 |  ON/3 |       4096/YES
     .hdisk594                         |  YES  |  ON/3 |  ON/3 |       6400/YES
          .bufx                        |  NO   | OFF/0 |  ON/0 |       6400/ NO
