==== This output can be found in Systems/dx979/os/errpt-d_H.txt ====
==== START errpt -d H Tue Jul  7 00:29:08 GST 2015 ====
3767AAFF   0508013915 I H hdisk211       BACK-UP PATH INOPERATIVE
516A2BC4   0508013915 P H hdisk211       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk217       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk107       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk138       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk212       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk201       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk128       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk205       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk131       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk130       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk204       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk202       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk129       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk203       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk200       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk127       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk126       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk104       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk178       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk185       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk112       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk187       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk116       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk191       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk118       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk199       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk186       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk189       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk125       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk114       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk121       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk192       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk123       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk194       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk193       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk119       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk117       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk190       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk196       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk122       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk198       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk124       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk197       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk188       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk115       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk113       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk195       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk120       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk111       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk184       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk110       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk180       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk213       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk106       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk139       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk429       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk419       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk347       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk368       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk108       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk364       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk143       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk216       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk452       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk367       CONNECTION FAILURE
C62E1EB7   0508013915 P H hdisk138       DISK OPERATION ERROR
516A2BC4   0508013915 P H hdisk179       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk369       CONNECTION FAILURE
C62E1EB7   0508013915 P H hdisk139       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk143       DISK OPERATION ERROR
516A2BC4   0508013915 P H hdisk374       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk183       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk371       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk365       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk214       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk208       CONNECTION FAILURE
C62E1EB7   0508013915 P H hdisk119       DISK OPERATION ERROR
516A2BC4   0508013915 P H hdisk181       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk430       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk207       CONNECTION FAILURE
C62E1EB7   0508013915 P H hdisk114       DISK OPERATION ERROR
516A2BC4   0508013915 P H hdisk206       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk209       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk210       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk373       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk428       CONNECTION FAILURE
C62E1EB7   0508013915 P H hdisk113       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk110       DISK OPERATION ERROR
516A2BC4   0508013915 P H hdisk215       CONNECTION FAILURE
516A2BC4   0508013915 P H hdisk370       CONNECTION FAILURE
C62E1EB7   0508013915 P H hdisk104       DISK OPERATION ERROR
516A2BC4   0508013915 P H hdisk372       CONNECTION FAILURE
C62E1EB7   0508013915 P H hdisk124       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk116       DISK OPERATION ERROR
516A2BC4   0508013915 P H hdisk182       CONNECTION FAILURE
C62E1EB7   0508013915 P H hdisk111       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk111       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk111       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk112       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk112       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk115       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk118       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk120       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk120       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk121       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk121       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk122       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk123       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk125       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk185       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk125       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk186       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk188       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk190       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk195       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk197       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk129       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk197       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk130       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk198       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk130       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk123       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk197       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk126       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk200       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk203       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk127       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk201       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk128       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk202       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk128       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk202       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk130       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk204       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk131       DISK OPERATION ERROR
C62E1EB7   0508013915 P H hdisk204       DISK OPERATION ERROR
516A2BC4   0508013915 P H hdisk366       CONNECTION FAILURE
D5676F6F   0508013915 T H fscsi14        ATTACHED SCSI TARGET DEVICE ERROR
D5676F6F   0508013915 T H fscsi11        ATTACHED SCSI TARGET DEVICE ERROR
C6E26F3B   0508013515 I H hdisk90        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk316       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk96        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk405       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk333       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk314       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk334       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk9         BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk94        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk23        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk17        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk310       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk92        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk312       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk336       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk445       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk449       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk309       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk95        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk402       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk98        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk407       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk97        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk313       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk331       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk89        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk86        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk305       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk103       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk4         BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk72        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk287       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk76        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk288       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk78        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk294       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk80        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk290       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk75        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk83        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk74        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk73        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk297       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk295       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk81        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk293       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk85        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk300       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk84        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk77        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk299       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk79        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk301       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk71        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk289       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk292       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk291       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk298       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk82        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk296       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk70        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk286       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk7         BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk10        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk446       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk315       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk6         BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk99        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk416       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk12        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk311       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk341       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk404       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk415       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk15        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk338       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk318       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk101       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk406       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk102       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk397       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk340       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk447       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk87        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk302       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk88        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk304       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk91        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk403       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk337       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk401       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk335       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk400       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk332       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk317       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk417       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk398       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk5         BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk307       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk339       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk22        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk93        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk399       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk100       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk455       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk16        BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk319       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk303       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk306       BACK-UP PATH STATUS CHANGE
C6E26F3B   0508013515 I H hdisk308       BACK-UP PATH STATUS CHANGE
3767AAFF   0508003515 I H hdisk331       BACK-UP PATH INOPERATIVE
516A2BC4   0508003515 P H hdisk331       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk89        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk86        CONNECTION FAILURE
3767AAFF   0508003515 I H hdisk305       BACK-UP PATH INOPERATIVE
516A2BC4   0508003515 P H hdisk305       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk103       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk4         CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk72        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk287       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk76        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk288       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk78        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk294       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk80        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk290       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk75        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk83        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk74        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk73        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk297       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk295       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk81        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk293       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk85        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk300       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk84        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk77        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk299       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk79        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk301       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk71        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk289       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk292       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk291       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk298       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk82        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk296       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk70        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk286       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk7         CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk10        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk446       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk315       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk6         CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk99        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk416       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk12        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk311       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk341       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk404       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk415       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk15        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk338       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk318       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk101       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk406       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk102       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk397       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk340       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk447       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk87        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk302       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk88        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk304       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk91        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk403       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk337       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk401       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk335       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk400       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk332       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk317       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk417       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk398       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk5         CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk307       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk339       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk22        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk93        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk399       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk100       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk455       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk16        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk319       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk303       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk90        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk306       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk96        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk308       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk333       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk316       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk334       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk405       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk94        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk314       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk17        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk9         CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk92        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk23        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk336       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk310       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk449       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk312       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk95        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk445       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk98        CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk309       CONNECTION FAILURE
516A2BC4   0508003515 P H hdisk402       CONNECTION FAILURE
C62E1EB7   0508003515 P H hdisk295       DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk296       DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk287       DISK OPERATION ERROR
516A2BC4   0508003515 P H hdisk97        CONNECTION FAILURE
C62E1EB7   0508003515 P H hdisk288       DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk290       DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk292       DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk298       DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk71        DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk299       DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk72        DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk301       DISK OPERATION ERROR
516A2BC4   0508003515 P H hdisk407       CONNECTION FAILURE
C62E1EB7   0508003515 P H hdisk73        DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk294       DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk74        DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk298       DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk74        DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk298       DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk76        DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk79        DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk79        DISK OPERATION ERROR
516A2BC4   0508003515 P H hdisk313       CONNECTION FAILURE
C62E1EB7   0508003515 P H hdisk78        DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk82        DISK OPERATION ERROR
C62E1EB7   0508003515 P H hdisk82        DISK OPERATION ERROR
D5676F6F   0508003515 T H fscsi10        ATTACHED SCSI TARGET DEVICE ERROR
D5676F6F   0508003515 T H fscsi0         ATTACHED SCSI TARGET DEVICE ERROR
BFE4C025   0430123815 P H sysplanar0     UNDETERMINED ERROR
BFE4C025   0430123815 P H sysplanar0     UNDETERMINED ERROR
BFE4C025   0427074115 P H sysplanar0     UNDETERMINED ERROR
BFE4C025   0427074115 P H sysplanar0     UNDETERMINED ERROR
==== EXITED with rc 0 ====
==== END errpt -d H Tue Jul  7 00:29:08 GST 2015 ====
